,date,headline,story
502," Mar 14, 2018 ", Inditex Struggles to Convince Market of Its Online Prowess , Zara clothing chain is facing skepticism among investors that it can keep up with the likes of Amazon.com Inc. in online retail.While Inditex SA’s e-commerce revenue surged 41 percent last fiscal... 
503," Mar 14, 2018 "," Pimco to Open Third U.S. Office, Weighing Texas or Colorado "," conference, it’s home to offices for companies like Apple Inc., Google parent Alphabet Inc. and Amazon.com Inc.Of the three cities under consideration, Austin rents are poised to be the most expensive... "
504," Mar 13, 2018 ", Rising Inflation No Longer Looks Likely ," whodunnit. In a report last week, the bank's U.S. economists poured some cold water on the ""Amazonization"" idea. Online retailing, often fingered as a perpetrator of low inflation, might shoulder... "
505," Mar 9, 2018 ", Amazon's Checking Account Push Shows Next Target: Swipe Fees ," Consumers with the account could link directly to Amazon and money could be moved using the bank-owned ACH network, for instance, with fewer fees. Amazon wants the account to appeal especially to millennials... "
506," Mar 13, 2018 ", Goldman Sachs's Looming Shift: Charts ," bank-like tech sector: ""Google offers payments; Apple Inc. invests its cash in company securities; Amazon.com Inc. lends money and offers account balances in-store; Alibaba Group Holding Ltd. manages... "
507," Mar 8, 2018 ", Amazon's Stephenie Landry on Rising From Intern to Running Prime Now ,"                                                              Stephenie Landry, Amazon VP for Prime Now and Amazon Fresh, speaks to Bloomberg Technology's Emily Chang for International Women's Day... "
508," Mar 8, 2018 ", Amazon Is Shifting Prime Pantry Service to Subscription Model ," Stackline, an e-commerce data analytics firm that helps brands and manufacturers sell on Amazon.Amazon plans to bring the new Prime Pantry model to different U.S. markets throughout this year. ... "
509," Mar 13, 2018 ", How to Generate Fake News That Gets Attention , backstory of the dispute and subsequent trial. The result is a book that is at the top of the Amazon.com Inc.'s best-seller rankings.His favorite books are cited here; our conversation transcript... 
510," Mar 14, 2018 ", Growth and Value Stock Indexing Are Both Broken ," About 27 percent of the S&P 500 Growth Index is invested in five companies: Apple, Microsoft, Amazon, Facebook and Alphabet. That is almost double their collective weightings in the S&P 500, or... "
511," Mar 14, 2018 ", Late-Stage Venture Capital Changes the Purpose of IPOs ," was considered a rite of passage, a necessary step for a startup on its way to maturity. When Amazon went public in 1997, it raised $54 million, giving it a valuation of $438 million. Going public... "
512," Mar 13, 2018 ", Robot Rides Are Going to Deliver Pizza and Parcels Before People ," logistics players from Germany’s Deutsche Post to Amazon itself are also planning their own driverless delivery futures.Driverless Mania""The Amazon effect has really changed how commerce is done,""... "
513," Mar 13, 2018 ", Demand for Anti-Harassment Training Videos Surges in #MeToo Era ," Global’s recent videos involved employees making dirty jokes into a smart speaker similar to Amazon’s Echo.“Everything we write is pulled from something in the news,” said Ingrid Fredeen, a senior... "
514," Mar 13, 2018 "," Dick’s Is Tumbling, and Its Woes Have Nothing to Do With Guns "," in the world, which has been pushing more of its customers to its own stores and websites. And Amazon.com Inc. is promoting its own private-label athletic gear.Dick’s move last month at its three-dozen... "
515," Mar 13, 2018 ", The First and Last HTC Phone I Ever Bought ," Broadcom CEO Hock Tan’s buy-over-build strategy, it won’t help solve Qualcomm’s deeper problems. Amazon is getting serious about selling to businesses. The web retailer has been in talks with banks... "
516," Mar 12, 2018 ", Blackstone REIT Triples Industrial Holdings With $1.8 Billion Deal ," South and Central Florida, according to a statement from Blackstone on Monday. Tenants include Amazon.com Inc., FedEx Corp. and Coca-Cola Co.With the rise of online shopping, companies are scrambling... "
517," Mar 12, 2018 ", Apple’s Eddy Cue Suggests Company Won't Buy Netflix or Disney ," has hired movie and TV industry veterans to create original videos and compete with Netflix and Amazon.com Inc. In June, Apple formally entered the race by bringing on Jamie Erlicht and Zack Van Amburg... "
518," Mar 14, 2018 ", Banks Try to Do Less Pointless Work ," Years After the Bear Stearns Bailout, Nobody Thinks It Would Happen Again.""Things happen.How Amazon Became Corporate America’s Nightmare. Merrill Lynch Bolsters Business Serving Richest Clients... "
519," Mar 13, 2018 "," Startup With U.S., U.K. Defense Links Backs  Founder Behind Xbox’s Halo Franchise "," biggest component of human culture,” he said. The company will never match the success of Google or Amazon.com Inc. by focusing on business use cases, he added. Improbable’s backers, including SoftBank... "
520," Mar 8, 2018 ", Amazon Isn’t the Only Retail Giant Trying to Remake Health Care ," Amazon.com Inc. says it wants to remake health care for its workers. But its biggest rival is beating it to the punch.Walmart Inc., the largest private employer in the U.S., has been buying health... "
521," Mar 8, 2018 ", Amazon Could Do More to Assist Its Merchant Partners ," merchants using Amazon as a sales conduit.What Amazon calls its ""marketplace"" operation is a complicated feat of branding and logistics. For example, these Ralph Lauren sheets are sold on Amazon.com by... "
522," Mar 12, 2018 ", Apple Buys Texture Magazine Service in Subscription Push ," than 200 magazines for $9.99 a month.Texture, offered via the app stores of Apple, Google and Amazon.com Inc., bolsters Apple’s efforts in online services and media. The Cupertino, California, company... "
523," Mar 12, 2018 ", Anglo's Busted Pipeline Is Second Brazil Mining Incident in 2018 ," rainstorm had caused the leaking and contamination of a nearby river. Located in Brazil’s northern Amazon region, Norsk’s alumina refinery is the world’s largest.Unfortunately, memories of Brazil’s worst... "
524," Mar 7, 2018 ", Amazon Prime discount for Medicaid recipients , Amazon is seeking to woo lower-income shoppers by offering a more than 50% discount on its Prime membership... 
525," Mar 8, 2018 "," Dimon on Tariffs, Cohn, Chinese Banks, Amazon and Equal Pay "," departure from the White House, competition from Chinese banks, the company's partnership with Amazon.com Inc. and equal pay. He talks with Francine Lacqua on ""Bloomberg Surveillance.""... "
526," Mar 12, 2018 ", How to Stream March Madness When the Boss Isn't Around , radio coverage of all games will be available with no password needed. You can also get this on Amazon's Echo devices by asking the Alexa digital assistant for the score. ___ VIRTUAL REALITY Intel... 
527," Mar 12, 2018 ", Your Evening Briefing ," qualify. The IRS has said it will provide guidance, but now everyone wants a piece of the pie.Amazon founder Jeff Bezos pledged to make space travel more accessible, and he's willing to spend a... "
528," Mar 9, 2018 ", Separating Whiskey And Coke: Charts ," the daily charts-only newsletter from Gadfly; sign up here. From oil's tech appetite to shaky Amazon friendships, here are four charts that tell you what you need to know in business today.And don't... "
529," Mar 8, 2018 ", JPMorgan's Dimon Says Amazon Partnership `Fair and Equal` ," chairman and chief executive officer at JPMorgan Chase & Co., discusses the bank's partnership with Amazon.com Inc. He talks on ""Bloomberg Surveillance.""... "
530," Mar 6, 2018 ", Examining Amazon's Ambitious 2018 , Amazon.com Inc. has been reaching into new sectors like health care and groceries. Bloomberg's Brad... 
531," Mar 12, 2018 ", Dead Malls Are Alive and Well in Wall Street's CLO Debt Machine ," with such a heavy weighting, CLOs risk getting caught in the “retail apocalypse.”“Obviously the Amazon effect is hurting traditional bricks-and-mortar retailers,” Tom Hauser, portfolio manager at... "
532," Mar 12, 2018 ", What Solomon’s Ascent Signals About Goldman’s Future ," business last year, according to data compiled by Bloomberg. That’s been helped by deals such as Amazon.com Inc.’s purchase of Whole Foods Market Inc., where the bank provided short-term bridge loans... "
533," Mar 12, 2018 "," Stick With Global-Champ Samsung, Says $46 Billion Fund Manager "," positions in Samsung Electronics and Samsung Fire & Marine Insurance Co. It also has holdings in Amazon.com Inc., Facebook Inc., Google parent Alphabet Inc. and chip manufacturers Taiwan Semiconductor... "
534," Mar 7, 2018 "," Amazon Gives Prime Discount to Medicaid Recipients, Reports Say "," started last June, when Amazon introduced a discounted price for shoppers who receive government assistance in the form of an electronic benefits transfer card. Amazon also last year began a program... "
535," Mar 12, 2018 ", Share Buybacks Work Better in Theory Than in Practice ," less as a publicity stunt. While the company was not investing in turning that into a product, Amazon rolled out its Echo, powered by Alexa. GE missed a number of opportunities over this period,... "
536," Mar 6, 2018 ", Airbnb Hires Head Of Amazon Prime ,                                                                 Airbnb has hired the head of Amazon Prime to run its home-sharing business https://bloom.bg/2D5xEMj #tictocnews... 
537," Mar 12, 2018 ", EON-Innogy Energy Deal Could Spark Regulatory Power Struggle ,"  tech industry, levying record fines against Google and tackling tax deals at Apple Inc. and Amazon.com Inc.But at the same time, the 57-year-old Mundt has become the toughest national regulator... "
538," Mar 12, 2018 "," VC Fund Wants to Create an ‘Airbnb Mafia,’ With a Little Help From Airbnb ", offer from supermarket giant Kroger and will raise a new round of funding to combat the likes of Amazon and Walmart.The Bitcoin bubble evokes the first web mania. Writer Paul Ford reminisces eloquently... 
539," Mar 12, 2018 ", Big tech is already behaving like a big bank , a technology firm.Google offers payments; Apple Inc. invests its cash in company securities; Amazon.com Inc. lends money and offers account balances in-store; Alibaba Group Holding Ltd. manages... 
540," Mar 7, 2018 ", Amazon Is Working on a Fix for Randomly Laughing Alexa Speakers ," asked to do so. An Amazon representative confirmed the problem and said the Seattle-based company is working on a remedy. ""We’re aware of this and working to fix it,"" Amazon said.The company didn’t... "
541," Mar 7, 2018 "," Amazon, Oracle, Microsoft Jockey for Pentagon's Cloud Business "," the Pentagon could favor Amazon, point to the Defense Department’s decision in early February to award a contract of as much as $950 million to REAN Cloud LLC, an Amazon affiliate, to help migrate... "
542," Mar 7, 2018 ", Alexa's echoing laugh ,                        A bug is causing Amazon's Alexa to randomly laugh at users #tictocnews https://www.bloomberg.com/news/articles/2018-03-07/amazon-is-working-on-a-fix-for-randomly-laughing-alexa-speakers... 
543," Mar 5, 2018 ", Amazon Checking Account ," Amazon is in talks with big banks about offering ""a product similar to a checking account,"" @julieverhage... "
544," Mar 6, 2018 "," Amazon Has Massive Expansion Plans for Seattle, Let Alone HQ2 ", Seattle Association confirmed by Amazon. That’s up from about 10 million square feet today and from a previous proposal to expand to about 12 million square feet.When Amazon announced its intentions last... 
545," Mar 6, 2018 ", Airbnb Hires Amazon Prime Head Greg Greeley to Run Homes Business ," Airbnb Inc. hired Greg Greeley, the head of Amazon.com Inc.’s Prime business, as president of its main home-rental unit.Greeley, who had been at Amazon for more than 18 years, helped the retail giant... "
546," Mar 6, 2018 ", Amazon Squeezes Instacart  in Whole Foods Delivery Push ," its merchandise.When Amazon bought Whole Foods last year, it was widely assumed that the e-commerce giant would begin delivering Whole Foods groceries itself. Last month, Amazon announced it would... "
547," Mar 6, 2018 ", Amazon’s Banking Ambitions Need Wall Street For Now: Ahluwalia ," AM with Pimm Fox and Lisa Abramowicz. GUEST: Ram Ahluwalia, CEO and co-founder of Peer IQ, on Amazon to offer checking accounts. Running time 06:55... "
548," Mar 5, 2018 ", Amazon to Expand Whole Foods Delivery to San Francisco ," Cincinnati; and Virginia Beach, Virginia. The two-hour delivery service is free for Amazon Prime customers. Amazon said at the time it plans to roll out the service nationwide. It’s unclear exactly... "
549," Mar 5, 2018 ", Amazon May Be Eyeing Checking-Account Venture , Amazon.com Inc. is in talks with JPMorgan Chase & Co. and Capital One Financial Corp. about offering... 
550," Mar 9, 2018 ", Your Evening Briefing , Blankfein tweeted.Amazon’s checking-account push shows its next target—swipe fees. Jeff Bezos changed the way America shops. Now he wants to change how it pays for things. Amazon’s foray into financial... 
551," Mar 5, 2018 ", Amazon Might Launch Checking Account Product: WSJ , Amazon is in talks with several banks about building a checking account-like product for its customers... 
552," Mar 6, 2018 ", Target's Bid to Catch Up With Amazon Hits Profits ," Source: Bloomberg, 02:30                                                                                                                        Joseph Feldman, Telsey Advisory Group retail analyst... "
553," Mar 8, 2018 ", Boxed Rejects Kroger's $400 Million Purchase Offer ," competing with Amazon to sell household goods is a formidable task. Boxed has seen its fastest growth as a snack-and-supplies replenishment service for offices, a market Amazon is also targeting... "
554," Mar 5, 2018 ", Amazon Targets PayPal Strategy in Forging Bank Partnerships ," will spend it later. Amazon is likely looking to compel customers to leave money from refunds and rewards program credits in similar Amazon accounts they can later spend on Amazon, said Gil Luria,... "
555," Mar 7, 2018 ", Surv: Mnuchin a Moderating Force But Lacks Cohn’s Gravitas ," latter. Scott Mushkin, Wolfe Research Managing Director & Senior Research Analyst, predicts that Amazon will have 20% of the share of the consumables market, sucking a lot of share from traditional... "
556," Mar 5, 2018 ", Here’s Why Amazon Bought a Doorbell Company ," accessories allows Amazon to accelerate their development and make them exclusive to Alexa. (It bought a similar company, Blink, last year.) Amazon can also do the typical Amazon thing and lower prices... "
557," Mar 5, 2018 "," Amazon in Talks With JPMorgan Over Checking Accounts, WSJ Says "," bank CEOs’ fear of AmazonCompanies such as Amazon, Apple Inc. and Facebook Inc. have already proven adept at upending industries from telecommunications to advertising, and Amazon in particular is... "
558," Mar 9, 2018 ", Nasdaq Takes Just One Month to Recoup Worst Losses in Two Years , to reclaim the same milestone.It’s a return to form for the tech titans - from Apple Inc. to Amazon.com Inc. -- that briefly lost their luster as the market convulsed in February. Investors poured... 
559," Mar 5, 2018 ", Gun Company Divestment Is More Effective Than Boycotting Amazon ," you’ll see what I mean. Secondly, in refusing to take down NRATV, Amazon is upholding important free-speech principles, which Amazon’s founder, Jeff Bezos, clearly cares a great deal about. (He owns... "
560," Mar 5, 2018 ", Gun Company Divestment Is More Effective Than Boycotting Amazon ," you’ll see what I mean. Secondly, in refusing to take down NRATV, Amazon is upholding important free-speech principles, which Amazon’s founder, Jeff Bezos, clearly cares a great deal about. (He owns... "
561," Mar 6, 2018 ", Whole Foods Expanding Delivery , Amazon is expanding its Whole Foods grocery delivery service to Atlanta and San Francisco #tictocnews... 
562," Mar 6, 2018 ", Pentagon Says It Was Caught Off-Guard by $950 Million Cloud Deal ," comprehensive cloud services solely to Amazon. REAN is described on its website as a “premier consulting partner” to Amazon’s cloud services unit, Amazon Web Services LLC, and its site boasts a... "
563," Mar 6, 2018 ", Target’s Turnaround Plan Takes a Toll on Profit , investor presentation later on Tuesday.Amazon poses a particular threat to Target. The overlap between Target’s core shoppers and membership in Amazon’s Prime loyalty program is higher than for... 
564," Mar 9, 2018 ", Toys ‘R’ Us Liquidation Would Leave Giant Hole in U.S. Industry ," its stores and website offer more of an opportunity for discover new items, Johnson said. On Amazon.com Inc.’s site, in contrast, customers generally already know what they want and aren’t likely... "
565," Mar 9, 2018 ", Toys 'R' Us Downfall Is Ominous Reminder About Debt-Laden Deals ," feel the pinch from low-priced competitors such as Walmart Inc. (never mind the threat that is Amazon.com Inc. today), and its profit margins had begun to weaken heading into the leveraged buyout... "
566," Mar 5, 2018 ", How Torn Are Texas Republicans? Look at the Fight for Amazon HQ2 ," failed ""bathroom bill"" targeting transgender people.With Austin and Dallas on the short-list for Amazon.com Inc.’s coveted second headquarters, business leaders are concerned that the politics of groups... "
567," Mar 9, 2018 ", Should You Diversify Out of Tech Stocks? ," retirement accounts of millions of Americans are packed with technology stocks such as Facebook, Amazon.com, and Apple. It’s been a winning bet, and one that violates a cardinal tenet of responsible... "
568," Mar 9, 2018 ", Big Data Might Tell Retailers Which Consumers to Charge More ," retailers are occasionally caught charging different prices to different customers, including Amazon.com Inc., which said it abandoned the practice back in 2000. Researchers found in 2014 that human... "
569," Mar 9, 2018 ", Kardashian Baby Boom Won't Be a Help for These Retailers ," in the crowded middle market, where price is key. That has put them on collision course with Amazon.com Inc., whose subscription services -- which allow goods such as diapers to be shipped on a... "
570," Mar 5, 2018 "," After Losing China, Jeff Bezos Really Wants to Win in India "," India.Inside Amazon’s fulfillment center in Hyderabad, India.Photographer: Dhiraj Singh/BloombergSo far it’s proving a tough slog. Almost five years after opening for business there, Amazon is spending... "
571," Mar 9, 2018 ", Facebook Signs Exclusive Deal to Stream 25 MLB Games ," Facebook opted against bidding for the National Football League’s Thursday Night package, which Amazon.com Inc. carried last season. Facebook had bid the previous two years. The company did acquire... "
572," Mar 8, 2018 ", Who's Next in Health-Care M&A Frenzy? More Deals Are Likely , Humana. And then there’s the Amazon effect: The mere idea of Amazon.Com Inc. wading into health care has been cited as a reason some of these deals are even happening. Amazon could still do a deal of... 
573," Mar 9, 2018 ", Trump’s Violent Video Game Distraction Lags Out ," product is heading for the exits. However, the ride-hailing company had a replacement lined up: Amazon Vice President Assaf Ronen.Snap wants to break even this year. Analysts don’t think that will... "
574," Mar 6, 2018 "," In the End, China Will Ensure North Korea Security: Harshaw "," Powell is walking a monetary tightrope blind. Ram Ahluwalia, CEO and co-founder of Peer IQ, on Amazon to offer checking accounts. David Katz, President and CIO of Matrix Asset Advisors, on his current... "
575," Mar 8, 2018 ", Dell Reports Sales Gain as It Considers Future Strategic Options ," technology market. Still, it has confronted a growing threat from cloud computing services from Amazon.com Inc. and Microsoft Corp. that act as an alternative to its server and storage hardware businesses... "
576," Mar 8, 2018 ", Your Next Hotel Room Might Have Wine On Tap ," with hotels two years before the device officially launched. He enlisted engineers from Google, Amazon’s Lab 126, and Motorola to develop the technology. It uses double-cored needles to pierce the... "
577," Mar 7, 2018 "," Bonds, Drones and How to Freak Out a Broker "," (Bloomberg)Google Is Helping the Pentagon Build AI for Drones (Gizmodo)Bezos is coming: Mapping Amazon’s growing reach (PitchBook); see also HomePod review: Stop, look and listen (Six Colors)Welcome... "
578," Mar 8, 2018 ", Toys ‘R’ Us Is Prepping to Liquidate Its U.S. Operations ," able to refinance its debt and delay a reckoning. But the emergence of online competitors, like Amazon.com Inc., weighed on results. The company’s massive interest payments also sucked up resources... "
579," Mar 8, 2018 ", Australian Icon Myer Dumped From the ASX 200 , retailer has been seeking a change in fortunes amid increasing local competition and the arrival of Amazon.com Inc. Chief Executive Officer Richard Umbers stepped down in February after nearly three years... 
580," Mar 6, 2018 ", Bloomberg View Radio: Weekend Edition for the Week of 3-2-18 ," Associate Professor of History at the University of Georgia, and a columnist for Bloomberg View: ""Amazon’s Labor-Tracking Wristband Has a History."" Noah Feldman, Harvard Law professor and Bloomberg View... "
581," Mar 8, 2018 ", John Lewis Profit Warning Deepens U.K. Retail Crisis ," owner of grocer Waitrose adds to the distress among U.K. store owners contending with the rise of Amazon.com Inc. and other online retailers, as the Brexit-induced weakness of the pound and a rise in... "
582," Mar 7, 2018 ", Protectionism Isn't to Blame for China's Tech Success ," platform that is itself ubiquitous. Equate Jack Ma's empire to that of Amazon if you like, but first tell me about Amazon Pay. Tencent's version, meanwhile, came from WeChat, the most powerful... "
583," Mar 9, 2018 ", The Mexico Vote Scandal That’s Helping Its Victim ," in front of a giant screen reminiscent of a Ted Talk. He showcased his visit to a cashier-free Amazon Go store, turning it into a call for more innovation.‘Authoritarian Past’And Anaya likes to make... "
584," Mar 8, 2018 ", Urge to Merge Turns Vertical in Health-Care Industry: Q&A , Wentworth said last year that he would be open to a deal with a health insurer or with Internet giant Amazon.com Inc.Q: How will antitrust enforcers respond to a combination of Cigna and Express Scripts... 
585," Mar 6, 2018 "," Bloomberg Baystate Business: Storm, Markets, Barney Frank ", the Cannabis Control Commission in Massachusetts.  Bloomberg News Amazon reporter Spencer Soper gave us the latest on Amazon’s search for a second headquarters.  Former Massachusetts Congressman... 
586," Mar 8, 2018 ", How Top Bargain Hunters Learned to Love the High-Flying FAANGs ," value category over the past year got help from the so-called FAANGs -- Facebook Inc., Apple, Amazon.com Inc., Netflix and Google parent Alphabet. The stocks all belong to the Russell 1000 Growth... "
587," Mar 8, 2018 ", Cigna’s $54 Billion Buy Seen as ‘Best Case’ for Drug Middleman ," Scripts is unsurprising, Cigna as the buyer is unexpected, Tanquilut wrote, adding he had viewed Amazon.com Inc. as “the most logical” acquirer, “if they truly had aspirations of entering the pharmacy... "
588," Mar 8, 2018 ", : Private Equity Has an Incentive to Prioritize Women ," ran into trouble. While the origins of this debt seem to have been forgotten or overlooked as Amazon.com Inc. was made the scapegoat, much of it can be traced to leveraged buyouts. Sure, plenty... "
589," Mar 7, 2018 "," Costco Outshines Other Discount Chains, But Concerns Linger "," upheaval have all put investors on edge. Though Costco has largely been immune to an incursion by Amazon.com Inc., Wall Street has questioned how long that advantage can last.For now, Costco is projecting... "
590," Mar 8, 2018 ", Sir Kensington Releases a New Ranch Dressing ," the Natural Products Expo West 2018 on March 8, in Anaheim, Calif., and will be available on Amazon.com, Thrive Market, and Vitacost starting in April. The nine-ounce bottles, made from recyclable... "
591," Mar 5, 2018 "," 03/05 The Cable - Trade, Italy & China "," Cameron Crise, Macro Strategist for Bloomberg, about Broadcom’s proposed takeover of Qualcomm, Amazon, and the week ahead. This is a Bloomberg podcast. To download, watch or listen to this report... "
592," Mar 7, 2018 ", Dollar Tree Plunges After Outlook Renews Fears About Discounters ," just a day after Target Corp.’s stock declined on concerns about its ability to keep pace with Amazon.com Inc.“After two straight rock-star quarters, Dollar Tree fell short of expectations in the... "
593," Mar 2, 2018 ", Amazon Prepares to Hire for Web Services Office in Argentina ," company is advertising for eight full-time positions for its Amazon Web Services cloud-computing business. The job postings on Amazon’s company website include a senior consultant on migration, sales... "
594," Mar 6, 2018 ", CVS's Monster Debt Sale Highlights a Major Deal Problem ," only will this make the most of the Aetna deal, it will help defend against the growing threat Amazon.com Inc. poses to its non-pharmacy retail business.Re-imagining stores and hiring more specialized... "
595," Mar 6, 2018 ", There’s a Widening Gap Between the Best and Worst Performing Tech Giants ," in the foundation.Case in point: this year’s performance of the FAANG group of Facebook Inc., Amazon.com Inc., Apple Inc., Netflix Inc. and Google parent Alphabet Inc. As a whole, the group is still... "
596," Mar 8, 2018 ", Crypto Offerings Slowly Grow Up ," Does Not Violate Delaware Public Policy. America has a billion-dollar drunk shopping problem. Amazon Echo gadgets are doing ‘witch-like’ laughs and refusing to obey their owners. ""When the school... "
597," Mar 6, 2018 ", A U.S.-China Trade War Hurts Tech Firms From Apple to Lenovo ," the matter, who asked not to be identified because the discussions aren’t public.Apple Inc., Amazon.com Inc. and other U.S. technology companies that have products assembled in China may be hurt... "
598," Mar 6, 2018 ", Uber Spent $10.7 Billion in Nine Years. Does It Have Enough to Show for It? ," billion loss last year.Amazon.com Inc. is famous for its losses over the years. But even in the heyday of the dot-com bubble, the e-commerce giant never came close. Amazon’s biggest loss was in 2000—a... "
599," Mar 6, 2018 "," D.C., Washington, New York Have the Artsiest State Economies "," retail. Since publishing includes software, the data point to the presence of Microsoft Corp. and Amazon.com Inc., both based in the state.“You can imagine there are certain companies involved in information... "
600," Mar 8, 2018 "," After Five Years of Leaning In, Everything and Nothing Has Changed "," had sold 600,000 copies, requiring 15 additional print runs. It topped the New York Times and Amazon.com best-seller lists and was the most popular book gifted to female college graduates in 2013... "
601," Mar 6, 2018 ", Trump Golf's Use of Presidential Seal Isn't a Crime ," “Secret Service, Chappaqua Bureau, Presidential Detail.”But that was then. This is now. Zip over to Amazon.com and you can buy cufflinks, shot glasses, decals, lapel pins, coffee mugs, aprons, T-shirts... "
602," Mar 7, 2018 ", Ultimate Fighting TV Rights Go Begging in Test for Superagent ," other suitors, including tech and phone companies and traditional TV players, the people said. Amazon.com Inc. bought non-exclusive rights to pay-per-view matches, and Emanuel could split the other... "
603," Mar 1, 2018 ", Dropbox's Best Move Was Breaking Up With Amazon's Cloud , users' digital files from Amazon's computer networks to Dropbox's own and to close dormant accounts to free up storage capacity. This yearslong shift to wean Dropbox off Amazon Web Services wasn't glamorous... 
604," Mar 6, 2018 ", Target Earnings: The Recovery Is Real , Lore rode in on a white horse and was molding the chain into the only credible challenger to Amazon.com Inc. in online retailing. If Target can keep up its digital momentum as Walmart's has slowed... 
605," Mar 5, 2018 ", Trump Administration Backs Internet Taxes at U.S. Supreme Court ," address the issue.The case will also affect Amazon.com Inc., though the biggest online retailer isn’t directly involved. When selling its own inventory, Amazon charges sales tax in every state that imposes... "
606," Mar 5, 2018 ", Netflix's Hastings Steals the Spotlight With Top Wealth Gain in 2018 ," gain in Hastings’ fortune this year is more than double that of other tech tycoons including Amazon.com Inc.’s Jeff Bezos, Facebook Inc.’s Mark Zuckerberg and Alphabet Inc.’s Sergey Brin and Larry... "
607," Mar 6, 2018 ", Chinese Censorship Makes a Move Into Tech Realm ," for ways to float shares on the country’s exchanges.Amazon still wants to win in India. Having forfeited China to Alibaba and JD.com, Amazon is changing its game, setting up a credit operation... "
608," Mar 6, 2018 ", Discovery Eyes Global HGTV Expansion ," Discovery estimates it will save at least $350 million from synergies within two years.With Netflix, Amazon, Hulu and others spending billions on high-cost original shows, becoming more dominant in low-cost... "
609," Mar 6, 2018 ", Pentagon Drone Program Is Using Google AI ," Google’s cloud unit, which is trying to wrest more government spending from cloud-computing leaders Amazon.com Inc. and Microsoft Corp. Alphabet Inc.’s Google bids on federal contracts and supplies some... "
610," Mar 6, 2018 ", Pentagon Drone Program Is Using Google AI ," Google’s cloud unit, which is trying to wrest more government spending from cloud-computing leaders Amazon.com Inc. and Microsoft Corp. Alphabet Inc.’s Google bids on federal contracts and supplies some... "
611," Mar 7, 2018 ", The U.S. Businesses at Risk From Trade War With China , Technology Group. China could also use a new cybersecurity law to create headaches for companies like Amazon.com Inc.6. FordWith Ford Motor Co.’s China business struggling (vehicle sales fell 6 percent... 
612," Mar 6, 2018 ", M&A Duds: Tell-Tale Signs of Doomed Deals ," are turning to megamergers as their last line of defense against incursions by tech giants like Amazon.com Inc., or as their only real shot of boosting growth in a meaningful way, it's just as vital... "
613," Mar 5, 2018 ", Snapchat's Glasses Are Too Rose-Colored for Another Try ," expands into hardware -- like Amazon with its electronic book readers, tablet computers and home speakers -- there are painful flops including Google Glass and Amazon's failed smartphone called the... "
614," Feb 28, 2018 "," Amazon's Goal Is 'World Domination,' Chukumba Says "," Source: Bloomberg, 02:54Anthony Chukumba, an analyst at Loop Capital Markets, discusses Amazon.com Inc.’s acquisition of home security firm Ring. He speaks with Bloomberg’s Jonathan Ferro on ""Bloomberg... "
615," Feb 28, 2018 "," Bloomberg Baystate Business: Amazon, TJX, and Yogurt ","  Research Director at Colliers joined us to talk about Amazon leasing a lot of space in the Seaport and what it means for Boston’s Amazon HQ2 bid.  Denise Chisholm, Sector Strategist at Fidelity... "
616," Mar 5, 2018 ", Five Things You Need to Know to Start Your Day ," India, a market of 1.3 billion people who at long last are discovering the pleasures of shopping. Amazon.com Inc.’s chief has committed $5.5 billion to India and selected Amit Agarwal to spend it wisely... "
617," Feb 28, 2018 ", Here's What Analysts Are Saying About Amazon's Ring Acquisition , Amazon’s reported $1 billion acquisition of home security firm Ring is expected by analysts to streamline and augment Amazon’s long-term plans for delivery of products into customers’ homes. Analysts... 
618," Mar 5, 2018 "," Large-Cap Funds Dump Tech Giants for Consumer Stocks, BofA Says "," added more than $1 trillion in market cap last year, with gains from Apple Inc., Microsoft Corp., Amazon.com Inc., Facebook Inc. and Alphabet accounting for a quarter of the S&P 500’s advance. Market... "
619," Mar 1, 2018 ", Best Buy Shrugs Off Amazon Threat to Post Holiday Sales Boost ," mobile phones, video-game consoles, appliances and smart-home devices.Despite sitting squarely in Amazon’s crosshairs, Best Buy has weathered the internet giant’s encroachment better than most retailers... "
620," Mar 1, 2018 "," Massive Toronto Project to Lure Amazon Envisions 50,000 Workers "," result of the Amazon bid, so if it happens, then it simply accelerates a project that the city wanted and that we wanted to do anyway,” he said. And even if it’s unlikely Amazon will move its new... "
621," Mar 4, 2018 ", Asia's Online Shopping Boom Is Making It Harder to Track Inflation , bank Governor Philip Lowe says retail deflation is likely to “persist for quite some time” after Amazon Inc. Australia debut in 2017. “If you look at the price index for basically supermarket food... 
622," Mar 4, 2018 ", Asia Policy Makers Rethink Inflation Amid Online Shopping Boom ," watching how the shortening of shipping times, including through the likes of Amazon, also are depressing prices.“What Amazon is enabling is this dispersion of retail to farther and farther areas,” said... "
623," Feb 27, 2018 ", Amazon Acquires Ring for $1 billion , Amazon is acquiring the smart-doorbell startup Ring for around $1 billion #tictocnews https://bloom... 
624," Mar 5, 2018 ", Walmart Threatens Restaurant Chains With Prepared Meals ," its shelves.The company also is looking to ward off competitors on multiple fronts, including Amazon.com Inc., German discounter Aldi and meal-kit purveyor Blue Apron Holdings Inc.Prices of the... "
625," Mar 5, 2018 ", Apple Turns Up Audio Ambition With High-End Headphones ," than $100 higher than its main voice-activated competition from Sonos, and $200 more than an Amazon Echo, but $50 less than a competing Google Home Max. Beats and Bose both charge $350 for their... "
